FiscalYear,Region,State,PollutantGroup,Pollutant,NumberOfTMDLs,CumulativeTMDLs
1998,06,TX,PATHOGENS,BACTERIA (OYSTER WATERS),0,0
1998,06,TX,PATHOGENS,ENTEROCOCCUS,0,0
1998,06,TX,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,06,TX,PATHOGENS,FECAL COLIFORM,0,0
1998,06,TX,PATHOGENS,PATHOGENS,0,0
1998,06,TX,PESTICIDES,"1,2-DICHLOROETHANE",0,0
1998,06,TX,PESTICIDES,ATRAZINE,0,0
1998,06,TX,PESTICIDES,CARBON DISULFIDE,0,0
1998,06,TX,PESTICIDES,CHLORDANE,0,0
1998,06,TX,PESTICIDES,CHLORDANE IN FISH TISSUE,0,0
1998,06,TX,PESTICIDES,DDE IN FISH TISSUE,0,0
1998,06,TX,PESTICIDES,DIELDRIN,0,0
1998,06,TX,PESTICIDES,DIELDRIN IN FISH TISSUE,0,0
1998,06,TX,PESTICIDES,HEPTACHLOR EPOXIDE,0,0
1998,06,TX,PESTICIDES,TOXAPHENE,0,0
1998,06,TX,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,06,TX,PH/ACIDITY/CAUSTIC CONDITIONS,"PH, LOW",0,0
1998,06,TX,POLYCHLORINATED BIPHENYLS (PCBS),PCBS IN FISH TISSUE,0,0
1998,06,TX,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,0
1998,06,TX,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,0
1998,06,TX,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SULFATE,0,0
1998,06,TX,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),0,0
1998,06,TX,SULFATES,SULFATES,0,0
1998,06,TX,TOXIC ORGANICS,"1,1,2-TRICHLOROETHANE",0,0
1998,07,IA,ALGAL GROWTH,ALGAE,0,0
1998,07,IA,ALGAL GROWTH,ALGAL GROWTH,0,0
1998,07,IA,ALGAL GROWTH,CHLOROPHYLL-A,0,0
1998,07,IA,ALGAL GROWTH,EXCESS ALGAL GROWTH,0,0
1998,07,IA,AMMONIA,AMMONIA,0,0
1998,07,IA,CLARITY,CLARITY,0,0
1998,07,IA,NITROUS OXIDE (NOX),NITROUS OXIDE (NOX),0,0
1998,07,IA,NOXIOUS AQUATIC PLANTS,NOXIOUS AQUATIC PLANTS,0,0
1998,07,IA,NUTRIENTS,NITRATE,0,0
1998,07,IA,NUTRIENTS,NUTRIENTS,0,0
1998,07,IA,NUTRIENTS,PHOSPHORUS,0,0
1998,07,IA,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,07,IA,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,0
1998,07,IA,ORGANIC ENRICHMENT/OXYGEN DEPLETION,ORGANIC ENRICHMENT,0,0
1998,07,IA,OTHER NUTRIENTS,OTHER NUTRIENTS,0,0
1998,07,IA,OXYGEN DEMAND,OXYGEN DEMAND,0,0
1998,07,IA,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,07,IA,PATHOGENS,FECAL COLIFORM,0,0
1998,07,IA,PATHOGENS,PATHOGENS,0,0
1998,07,IA,PESTICIDES,ATRAZINE,0,0
1998,07,IA,PESTICIDES,CHLORDANE,0,0
1998,07,IA,PESTICIDES,CHLORDANE IN FISH TISSUE,0,0
1998,07,IA,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,07,IA,PH/ACIDITY/CAUSTIC CONDITIONS,"PH, HIGH",0,0
1998,07,IA,PRIORITY ORGANICS COMPOUNDS,PRIORITY ORGANICS COMPOUNDS,0,0
1998,07,IA,SEDIMENT,SEDIMENT,0,0
1998,07,IA,SEDIMENT,SILTATION,0,0
1998,07,IA,SUSPENDED SOLIDS,SUSPENDED SOLIDS,0,0
1998,07,IA,TEMPERATURE,THERMAL MODIFICATIONS,0,0
1998,07,IA,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,0
1998,07,IA,TURBIDITY,TURBIDITY,0,0
1998,07,KS,ALGAL GROWTH,CHLOROPHYLL-A,0,0
1998,07,KS,AMMONIA,AMMONIA,0,0
1998,07,KS,AMMONIA,"AMMONIA, UN-IONIZED",0,0
1998,07,KS,AQUATIC WEEDS OR ALGAE,AQUATIC WEEDS OR ALGAE,0,0
1998,07,KS,BIOLOGY,BIOLOGY,0,0
1998,07,KS,CAUSE UNKNOWN - IMPAIRED BIOTA,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,0,0
1998,07,KS,CAUSE UNKNOWN - IMPAIRED BIOTA,BIOLOGICAL INTEGRITY,0,0
1998,07,KS,MACROPHYTES,MACROPHYTES,0,0
1998,07,KS,MERCURY,MERCURY,0,0
1998,07,KS,METALS (OTHER THAN MERCURY),BERYLLIUM,0,0
1998,07,KS,METALS (OTHER THAN MERCURY),CADMIUM,0,0
1998,07,KS,METALS (OTHER THAN MERCURY),COPPER,0,0
1998,07,KS,METALS (OTHER THAN MERCURY),LEAD,0,0
1998,07,KS,METALS (OTHER THAN MERCURY),SELENIUM,0,0
1998,07,KS,METALS (OTHER THAN MERCURY),ZINC,0,0
1998,07,KS,NOXIOUS AQUATIC PLANTS,AQUATIC PLANTS (MACROPHYTES),0,0
1998,07,KS,NOXIOUS AQUATIC PLANTS,NOXIOUS AQUATIC PLANTS,0,0
1998,07,KS,NUTRIENTS,EUTROPHICATION,0,0
1998,07,KS,NUTRIENTS,NITRATE,0,0
1998,07,KS,NUTRIENTS,NITROGEN,0,0
1998,07,KS,NUTRIENTS,"NITROGEN, TOTAL",0,0
1998,07,KS,NUTRIENTS,NUTRIENTS,0,0
1998,07,KS,NUTRIENTS,PHOSPHORUS,0,0
1998,07,KS,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,07,KS,NUTRIENTS OXYGEN DEMAND,NUTRIENTS OXYGEN DEMAND,0,0
1998,07,KS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,0
1998,07,KS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,0
1998,07,KS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,TOTAL ORGANIC CARBON (TOC),0,0
1998,07,KS,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,07,KS,PATHOGENS,FECAL COLIFORM,0,0
1998,07,KS,PESTICIDES,ALACHLOR,0,0
1998,07,KS,PESTICIDES,ATRAZINE,0,0
1998,07,KS,PESTICIDES,CHLORDANE,0,0
1998,07,KS,PESTICIDES,CHLORDANE IN FISH TISSUE,0,0
1998,07,KS,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,07,KS,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,0
1998,07,KS,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SULFATE,0,0
1998,07,KS,SEDIMENT,SEDIMENT,0,0
1998,07,KS,SEDIMENT,SEDIMENTATION/SILTATION,0,0
1998,07,KS,SEDIMENT,SILTATION,0,0
1998,07,KS,SEDIMENT,TOTAL SUSPENDED SEDIMENT,0,0
1998,07,KS,SULFATES,SULFATES,0,0
1998,07,KS,SUSPENDED SEDIMENT,SUSPENDED SEDIMENT,0,0
1998,07,KS,SUSPENDED SOLIDS,SUSPENDED SOLIDS,0,0
1998,07,KS,TOXIC INORGANICS,BORON,0,0
1998,07,KS,TOXIC INORGANICS,FLUORIDE,0,0
1998,07,KS,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,0
1998,07,MO,ALGAL GROWTH,ALGAE,0,0
1998,07,MO,AMMONIA,AMMONIA,0,0
1998,07,MO,AMMONIA,AMMONIA-NITROGEN,0,0
1998,07,MO,BACTERIA,BACTERIA,0,0
1998,07,MO,CARBONACEOUS BOD,CARBONACEOUS BOD,0,0
1998,07,MO,CAUSE UNKNOWN,CAUSE UNKNOWN,0,0
1998,07,MO,CHEMICAL BIOLOGICAL OXYGEN DEMAND 5 DAY AVERAGE,CHEMICAL BIOLOGICAL OXYGEN DEMAND 5 DAY AVERAGE,0,0
1998,07,MO,CHLORINE,CHLORINE,0,0
1998,07,MO,HABITAT LOSS,HABITAT LOSS,0,0
1998,07,MO,HEAVY METALS,HEAVY METALS,0,0
1998,07,MO,INORGANIC SEDIMENT,INORGANIC SEDIMENT,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),CADMIUM,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),"CADMIUM, DISSOLVED",0,0
1998,07,MO,METALS (OTHER THAN MERCURY),IRON,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),LEAD,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),LEAD IN SEDIMENT,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),"LEAD, DISSOLVED",0,0
1998,07,MO,METALS (OTHER THAN MERCURY),METALS (OTHER THAN MERCURY),0,0
1998,07,MO,METALS (OTHER THAN MERCURY),NICKEL,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),ZINC,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),ZINC IN SEDIMENT,0,0
1998,07,MO,METALS (OTHER THAN MERCURY),"ZINC, DISSOLVED",0,0
1998,07,MO,NFR (NON FILTERABLE RESIDUES),NFR (NON FILTERABLE RESIDUES),0,0
1998,07,MO,NH3-N,NH3-N,0,0
1998,07,MO,NITROGENOUS BOD,NITROGENOUS BOD,0,0
1998,07,MO,NUTRIENTS,NITROGEN,0,0
1998,07,MO,NUTRIENTS,"NITROGEN, TOTAL",0,0
1998,07,MO,NUTRIENTS,NUTRIENTS,0,0
1998,07,MO,NUTRIENTS,PHOSPHORUS,0,0
1998,07,MO,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,07,MO,NUTRIENTS - ALGAE,NUTRIENTS - ALGAE,0,0
1998,07,MO,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,ORGANIC ENRICHMENT/LOW DISSOLVED OXYGEN,0,0
1998,07,MO,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,0
1998,07,MO,ORGANIC ENRICHMENT/OXYGEN DEPLETION,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",0,0
1998,07,MO,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,0
1998,07,MO,ORGANIC SEDIMENT,ORGANIC SEDIMENT,0,0
1998,07,MO,OTHER CAUSE,POLLUTANTS IN URBAN STORMWATER,0,0
1998,07,MO,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,07,MO,PATHOGENS,FECAL COLIFORM,0,0
1998,07,MO,PESTICIDES,ATRAZINE,0,0
1998,07,MO,PESTICIDES,CHLORDANE IN FISH TISSUE,0,0
1998,07,MO,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,07,MO,POLYCHLORINATED BIPHENYLS (PCBS),PCBS IN FISH TISSUE,0,0
1998,07,MO,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SULFATE,0,0
1998,07,MO,SEDIMENT,SEDIMENT,0,0
1998,07,MO,SUSPENDED SEDIMENT/SILTATION,SUSPENDED SEDIMENT/SILTATION,0,0
1998,07,MO,TEMPERATURE,TEMPERATURE,0,0
1998,07,MO,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,0
1998,07,MO,UNKNOWN TOXICITY,UNKNOWN TOXICITY,0,0
1998,07,MO,VOLATILE SOLIDS,VOLATILE SOLIDS,0,0
1998,07,NE,ALGAL GROWTH,ALGAE,0,0
1998,07,NE,ALGAL GROWTH,CHLOROPHYLL-A,0,0
1998,07,NE,AMMONIA,AMMONIA,0,0
1998,07,NE,MACROPHYTES,MACROPHYTES,0,0
1998,07,NE,METALS (OTHER THAN MERCURY),SELENIUM,0,0
1998,07,NE,NUTRIENTS,"NITROGEN, TOTAL",0,0
1998,07,NE,NUTRIENTS,NUTRIENTS,0,0
1998,07,NE,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,07,NE,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,0
1998,07,NE,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,07,NE,PATHOGENS,FECAL COLIFORM,0,0
1998,07,NE,PATHOGENS,PATHOGENS,0,0
1998,07,NE,PESTICIDES,ATRAZINE,0,0
1998,07,NE,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,07,NE,SEDIMENT,SEDIMENT,0,0
1998,07,NE,SEDIMENT,SEDIMENTATION,0,0
1998,07,NE,SEDIMENT,SEDIMENTATION/SILTATION,0,0
1998,07,NE,SEDIMENT,SILTATION,0,0
1998,07,NE,SULFIDE,SULFIDE,0,0
1998,07,NE,TEMPERATURE,TEMPERATURE,0,0
1998,07,NE,TURBIDITY,TURBIDITY,0,0
1998,08,CO,AMMONIA,AMMONIA,0,1
1998,08,CO,AMMONIA,"AMMONIA, UN-IONIZED",3,17
1998,08,CO,CHLORINE,CHLORINE,4,22
1998,08,CO,CHLORINE,"CHLORINE, RESIDUAL (CHLORINE DEMAND)",0,0
1998,08,CO,CHROMIUM III,CHROMIUM III,0,0
1998,08,CO,CHROMIUM IV,CHROMIUM IV,0,0
1998,08,CO,CONTAMINATED SEDIMENTS (COPPER),CONTAMINATED SEDIMENTS (COPPER),0,0
1998,08,CO,CONTAMINATED SEDIMENTS (NICKEL),CONTAMINATED SEDIMENTS (NICKEL),0,0
1998,08,CO,FECAL,FECAL,0,0
1998,08,CO,MERCURY,MERCURY,2,9
1998,08,CO,MERCURY,MERCURY IN FISH TISSUE,0,0
1998,08,CO,METALS (OTHER THAN MERCURY),ALUMINUM,0,0
1998,08,CO,METALS (OTHER THAN MERCURY),ARSENIC,0,1
1998,08,CO,METALS (OTHER THAN MERCURY),BERYLLIUM,0,0
1998,08,CO,METALS (OTHER THAN MERCURY),CADMIUM,1,5
1998,08,CO,METALS (OTHER THAN MERCURY),"CHROMIUM, HEXAVALENT",0,0
1998,08,CO,METALS (OTHER THAN MERCURY),"CHROMIUM, TOTAL",0,2
1998,08,CO,METALS (OTHER THAN MERCURY),COPPER,0,6
1998,08,CO,METALS (OTHER THAN MERCURY),IRON,1,5
1998,08,CO,METALS (OTHER THAN MERCURY),IRON TOTAL RECOVERABLE,0,0
1998,08,CO,METALS (OTHER THAN MERCURY),LEAD,1,5
1998,08,CO,METALS (OTHER THAN MERCURY),MANGANESE,2,7
1998,08,CO,METALS (OTHER THAN MERCURY),NICKEL,0,0
1998,08,CO,METALS (OTHER THAN MERCURY),SELENIUM,1,1
1998,08,CO,METALS (OTHER THAN MERCURY),SILVER,1,4
1998,08,CO,METALS (OTHER THAN MERCURY),THALLIUM,0,0
1998,08,CO,METALS (OTHER THAN MERCURY),ZINC,0,5
1998,08,CO,NUTRIENTS,NITRATE,0,0
1998,08,CO,NUTRIENTS,NITROGEN,0,1
1998,08,CO,NUTRIENTS,PHOSPHORUS,0,5
1998,08,CO,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,08,CO,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,0
1998,08,CO,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,08,CO,PATHOGENS,FECAL COLIFORM,5,15
1998,08,CO,PESTICIDES,"1,2-DICHLOROETHANE",0,0
1998,08,CO,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,08,CO,RADIATION,RADIUM,0,0
1998,08,CO,RADIATION,URANIUM,0,0
1998,08,CO,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,0
1998,08,CO,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SULFATE,1,1
1998,08,CO,SEDIMENT,SEDIMENT,0,0
1998,08,CO,SULFIDE,SULFIDE,0,0
1998,08,CO,TETRACHLOROETHENE,TETRACHLOROETHENE,0,0
1998,08,CO,TOTAL INORGANIC NITROGEN,TOTAL INORGANIC NITROGEN,0,0
1998,08,CO,TOTAL RESIDUAL CHLORINE,TOTAL RESIDUAL CHLORINE,0,0
1998,08,CO,TOXIC INORGANICS,ANTIMONY,0,0
1998,08,CO,TOXIC INORGANICS,BORON,0,0
1998,08,CO,TOXIC INORGANICS,CYANIDE,0,2
1998,08,CO,TOXIC INORGANICS,FLUORIDE,0,0
1998,08,CO,TOXIC ORGANICS,BENZENE,0,2
1998,08,CO,TOXIC ORGANICS,BENZO[A]PYRENE,0,0
1998,08,CO,TOXIC ORGANICS,MTBE,1,1
1998,08,CO,TOXIC ORGANICS,OTHER TOXIC ORGANICS,0,0
1998,08,CO,TRICHLOROETHENE,TRICHLOROETHENE,0,0
1998,08,MT,AMMONIA,AMMONIA,0,0
1998,08,MT,FECAL,FECAL,0,0
1998,08,MT,MERCURY,MERCURY,2,3
1998,08,MT,METALS (OTHER THAN MERCURY),ALUMINUM,1,1
1998,08,MT,METALS (OTHER THAN MERCURY),ARSENIC,2,2
1998,08,MT,METALS (OTHER THAN MERCURY),BERYLLIUM,0,0
1998,08,MT,METALS (OTHER THAN MERCURY),CADMIUM,3,4
1998,08,MT,METALS (OTHER THAN MERCURY),"CHROMIUM, TOTAL",1,2
1998,08,MT,METALS (OTHER THAN MERCURY),COPPER,2,3
1998,08,MT,METALS (OTHER THAN MERCURY),IRON,2,3
1998,08,MT,METALS (OTHER THAN MERCURY),LEAD,3,4
1998,08,MT,METALS (OTHER THAN MERCURY),MANGANESE,2,3
1998,08,MT,METALS (OTHER THAN MERCURY),NICKEL,1,1
1998,08,MT,METALS (OTHER THAN MERCURY),SELENIUM,1,1
1998,08,MT,METALS (OTHER THAN MERCURY),SILVER,0,0
1998,08,MT,METALS (OTHER THAN MERCURY),THALLIUM,0,0
1998,08,MT,METALS (OTHER THAN MERCURY),TIN,2,3
1998,08,MT,METALS (OTHER THAN MERCURY),ZINC,2,3
1998,08,MT,NITRATE/NITRITE,NITRATE/NITRITE,0,0
1998,08,MT,NITRATES,NITRATES,0,0
1998,08,MT,NITRITE/NITRATE,NITRITE/NITRATE,0,0
1998,08,MT,NOXIOUS AQUATIC PLANTS,NOXIOUS AQUATIC PLANTS,1,1
1998,08,MT,NUTRIENTS,NITRATE,0,0
1998,08,MT,NUTRIENTS,NITRATE/NITRITE (NITRITE + NITRATE AS N),0,0
1998,08,MT,NUTRIENTS,NITROGEN,0,0
1998,08,MT,NUTRIENTS,"NITROGEN, TOTAL",0,0
1998,08,MT,NUTRIENTS,NUTRIENTS,0,0
1998,08,MT,NUTRIENTS,PHOSPHORUS,0,0
1998,08,MT,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,08,MT,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,0
1998,08,MT,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,08,MT,PATHOGENS,FECAL COLIFORM,0,0
1998,08,MT,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,08,MT,POLYCHLORINATED BIPHENYLS (PCBS),POLYCHLORINATED BIPHENYLS (PCBS),0,0
1998,08,MT,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SALINITY,0,0
1998,08,MT,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,SULFATE,0,0
1998,08,MT,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),1,1
1998,08,MT,SALINITY/TOTAL DISSOLVED SOLIDS/SULFATES,SALINITY/TOTAL DISSOLVED SOLIDS/SULFATES,0,0
1998,08,MT,SEDIMENT,SEDIMENT,4,4
1998,08,MT,SEDIMENT,SEDIMENTATION/SILTATION,0,0
1998,08,MT,SEDIMENT,SILTATION,0,0
1998,08,MT,SULFATES,SULFATES,0,0
1998,08,MT,SUSPENDED SOLIDS,SUSPENDED SOLIDS,0,0
1998,08,MT,TEMPERATURE,TEMPERATURE,0,1
1998,08,MT,TEMPERATURE,THERMAL MODIFICATIONS,0,0
1998,08,MT,TOTAL RESIDUAL CHLORINE,TOTAL RESIDUAL CHLORINE,0,0
1998,08,MT,TOTAL TOXICS,TOTAL TOXICS,1,1
1998,08,MT,TOXIC INORGANICS,ANTIMONY,0,0
1998,08,MT,TOXIC INORGANICS,CYANIDE,0,0
1998,08,MT,TOXIC INORGANICS,FLUORIDE,1,1
1998,08,MT,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,0
1998,08,MT,TURBIDITY,TURBIDITY,0,0
1998,08,ND,NUTRIENTS,"NITROGEN, TOTAL",0,0
1998,08,ND,NUTRIENTS,NUTRIENTS,0,4
1998,08,ND,NUTRIENTS,PHOSPHORUS,0,0
1998,08,ND,NUTRIENTS,"PHOSPHORUS, TOTAL",0,0
1998,08,ND,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,2
1998,08,ND,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,08,ND,PATHOGENS,FECAL COLIFORM,0,0
1998,08,ND,SEDIMENT,SEDIMENT,0,3
1998,08,SD,AMMONIA,AMMONIA,13,20
1998,08,SD,CARBONACEOUS BOD,CARBONACEOUS BOD,0,0
1998,08,SD,FECAL,FECAL,0,0
1998,08,SD,MERCURY,MERCURY,0,0
1998,08,SD,MERCURY,MERCURY IN FISH TISSUE,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),ARSENIC,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),CADMIUM,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),"CHROMIUM, TOTAL",0,0
1998,08,SD,METALS (OTHER THAN MERCURY),COPPER,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),LEAD,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),SELENIUM,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),SILVER,0,0
1998,08,SD,METALS (OTHER THAN MERCURY),ZINC,0,0
1998,08,SD,NUTRIENTS,NITRATE,0,0
1998,08,SD,NUTRIENTS,NITROGEN,0,1
1998,08,SD,NUTRIENTS,NUTRIENTS,0,4
1998,08,SD,NUTRIENTS,PHOSPHORUS,0,2
1998,08,SD,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,1
1998,08,SD,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,2
1998,08,SD,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,08,SD,PATHOGENS,FECAL COLIFORM,0,1
1998,08,SD,PH/ACIDITY/CAUSTIC CONDITIONS,PH,0,0
1998,08,SD,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,0
1998,08,SD,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),0,0
1998,08,SD,SEDIMENT,SEDIMENT,0,4
1998,08,SD,TOXIC INORGANICS,CYANIDE,0,0
1998,08,SD,TREND,TREND,0,0
1998,08,SD,TURBIDITY,TOTAL SUSPENDED SOLIDS (TSS),0,0
1998,08,UT,AMMONIA,AMMONIA,0,0
1998,08,UT,AMMONIA,"AMMONIA, UN-IONIZED",0,4
1998,08,UT,CHLORINE,CHLORINE,0,4
1998,08,UT,CHLORINE,"CHLORINE, RESIDUAL (CHLORINE DEMAND)",0,0
1998,08,UT,MERCURY,MERCURY,0,1
1998,08,UT,METALS (OTHER THAN MERCURY),ALUMINUM,0,0
1998,08,UT,METALS (OTHER THAN MERCURY),CADMIUM,0,0
1998,08,UT,METALS (OTHER THAN MERCURY),"CHROMIUM, HEXAVALENT",0,0
1998,08,UT,METALS (OTHER THAN MERCURY),COPPER,0,1
1998,08,UT,METALS (OTHER THAN MERCURY),IRON,0,0
1998,08,UT,METALS (OTHER THAN MERCURY),LEAD,0,1
1998,08,UT,METALS (OTHER THAN MERCURY),SELENIUM,0,0
1998,08,UT,METALS (OTHER THAN MERCURY),SILVER,0,0
1998,08,UT,METALS (OTHER THAN MERCURY),ZINC,0,1
1998,08,UT,NUTRIENTS,"NITROGEN, TOTAL",0,0
1998,08,UT,NUTRIENTS,PHOSPHORUS,3,3
1998,08,UT,NUTRIENTS,"PHOSPHORUS, TOTAL",9,9
1998,08,UT,ORGANIC ENRICHMENT/OXYGEN DEPLETION,BIOCHEMICAL OXYGEN DEMAND (BOD),0,1
1998,08,UT,ORGANIC ENRICHMENT/OXYGEN DEPLETION,DISSOLVED OXYGEN,0,2
1998,08,UT,ORGANIC ENRICHMENT/OXYGEN DEPLETION,ORGANIC ENRICHMENT,0,0
1998,08,UT,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,08,UT,PATHOGENS,FECAL COLIFORM,0,0
1998,08,UT,PATHOGENS,TOTAL COLIFORM,3,3
1998,08,UT,RADIATION,ALPHA PARTICLES,0,0
1998,08,UT,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),0,0
1998,08,UT,SEDIMENT,SEDIMENT,9,9
1998,08,UT,TEMPERATURE,TEMPERATURE,0,0
1998,08,UT,TEMPERATURE,THERMAL MODIFICATIONS,0,0
1998,08,UT,TOTAL RESIDUAL CHLORINE,TOTAL RESIDUAL CHLORINE,0,0
1998,08,UT,TOXIC INORGANICS,BORON,0,0
1998,08,UT,TOXIC INORGANICS,CYANIDE,0,0
1998,08,WY,AMMONIA,AMMONIA,1,6
1998,08,WY,AMMONIA,"AMMONIA, UN-IONIZED",3,31
1998,08,WY,CHLORIDES,CHLORIDES,0,0
1998,08,WY,CHLORINE,CHLORINE,4,33
1998,08,WY,CHLORINE,"CHLORINE, RESIDUAL (CHLORINE DEMAND)",0,0
1998,08,WY,CHROMIUM IV,CHROMIUM IV,0,0
1998,08,WY,FECAL,FECAL,0,1
1998,08,WY,METALS (OTHER THAN MERCURY),CADMIUM,0,0
1998,08,WY,METALS (OTHER THAN MERCURY),"CHROMIUM, TOTAL",0,0
1998,08,WY,METALS (OTHER THAN MERCURY),COPPER,0,1
1998,08,WY,METALS (OTHER THAN MERCURY),IRON,0,2
1998,08,WY,METALS (OTHER THAN MERCURY),MANGANESE,0,1
1998,08,WY,METALS (OTHER THAN MERCURY),SELENIUM,0,0
1998,08,WY,METALS (OTHER THAN MERCURY),SILVER,0,0
1998,08,WY,METALS (OTHER THAN MERCURY),ZINC,0,2
1998,08,WY,NUTRIENTS,PHOSPHORUS,0,0
1998,08,WY,PATHOGENS,ESCHERICHIA COLI (E. COLI),0,0
1998,08,WY,PATHOGENS,FECAL COLIFORM,4,31
1998,08,WY,PHENOLS,PHENOLS,0,0
1998,08,WY,RADIATION,RADIUM,0,1
1998,08,WY,RADIUM 226,RADIUM 226,0,1
1998,08,WY,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,CHLORIDE,0,0
1998,08,WY,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,TOTAL DISSOLVED SOLIDS (TDS),0,1
1998,08,WY,SEDIMENT,SEDIMENT,0,0
1998,08,WY,SULFIDE,SULFIDE,0,0
1998,08,WY,TEMPERATURE,TEMPERATURE,0,3
