FiscalYear,Region,State,PollutantGroup,Pollutant,NumberOfTMDLs,CumulativeTMDLs
2002,6,NM,Nutrients,Phosphorus,0,2
2002,6,NM,Nutrients,"Phosphorus, Total",0,3
2002,6,NM,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,1
2002,6,NM,Organic Enrichment/Oxygen Depletion,Total Organic Carbon (TOC),1,1
2002,6,NM,Pathogens,Fecal Coliform,1,9
2002,6,NM,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Conductivity,2,2
2002,6,NM,Sediment,Stream Bottom Deposits,0,10
2002,6,NM,Temperature,Temperature,4,11
2002,6,NM,Turbidity,Turbidity,3,14
2002,6,NM,pH/Acidity/Caustic Conditions,pH,0,1
2002,6,OK,Ammonia,Ammonia,0,2
2002,6,OK,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,14
2002,6,OK,Organic Enrichment/Oxygen Depletion,Organic Enrichment/Low Dissolved Oxygen,3,6
2002,6,OK,Organic Enrichment/Oxygen Depletion,Oxygen Demand,0,1
2002,6,TX,Nutrients,Phosphorus,2,2
2002,6,TX,Pesticides,Chlordane,0,10
2002,6,TX,Pesticides,DDD,0,1
2002,6,TX,Pesticides,DDE,0,3
2002,6,TX,Pesticides,DDT,0,2
2002,6,TX,Pesticides,Dieldrin,0,3
2002,6,TX,Pesticides,Heptachlor Epoxide,0,1
2002,6,TX,Pesticides,Toxaphene,0,1
2002,6,TX,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,5
2002,7,IA,Ammonia,Ammonia,0,1
2002,7,IA,Nutrients,Nitrous Oxide (NOX),0,1
2002,7,IA,Nutrients,Nutrients,3,3
2002,7,IA,Organic Enrichment/Oxygen Depletion,Organic Enrichment,1,1
2002,7,IA,Pesticides,Atrazine,0,1
2002,7,IA,Pesticides,Chlordane in Fish Tissue,0,1
2002,7,IA,Sediment,Sediment,1,1
2002,7,IA,Sediment,Siltation,5,10
2002,7,IA,Turbidity,Turbidity,0,2
2002,7,KS,Algal Growth,Aquatic Weeds or Algae,0,9
2002,7,KS,Ammonia,Ammonia,1,5
2002,7,KS,Ammonia,"Ammonia, Un-ionized",0,4
2002,7,KS,Metals (other than Mercury),Selenium,0,44
2002,7,KS,Metals (other than Mercury),Zinc,0,3
2002,7,KS,Noxious Aquatic Plants,Macrophytes,0,1
2002,7,KS,Noxious Aquatic Plants,Noxious Aquatic Plants,0,4
2002,7,KS,Nutrients,Eutrophication,25,99
2002,7,KS,Nutrients,Nutrients,0,1
2002,7,KS,Nutrients,Phosphorus,0,1
2002,7,KS,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,68,172
2002,7,KS,Organic Enrichment/Oxygen Depletion,Nutrients Oxygen Demand,9,40
2002,7,KS,Pathogens,Fecal Coliform,50,442
2002,7,KS,Pesticides,Alachlor,0,1
2002,7,KS,Pesticides,Atrazine,0,4
2002,7,KS,Pesticides,Chlordane,0,3
2002,7,KS,Pesticides,Chlordane in Fish Tissue,0,16
2002,7,KS,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,0,51
2002,7,KS,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,17,95
2002,7,KS,Sediment,Sediment,0,13
2002,7,KS,Sediment,Siltation,5,14
2002,7,KS,Toxic Inorganics,Boron,0,6
2002,7,KS,Toxic Inorganics,Fluoride,0,2
2002,7,KS,pH/Acidity/Caustic Conditions,pH,5,42
2002,7,MO,Ammonia,Ammonia,1,4
2002,7,MO,Chlorine,Chlorine,0,4
2002,7,MO,Metals (other than Mercury),Nickel,0,2
2002,7,MO,Nutrients,Nutrients,0,3
2002,7,MO,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),3,8
2002,7,MO,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,1
2002,7,MO,Other Cause,NFR (Non Filterable Residues),1,4
2002,7,MO,Pesticides,Chlordane in Fish Tissue,7,7
2002,7,MO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,1
2002,7,MO,Temperature,Temperature,0,4
2002,7,MO,pH/Acidity/Caustic Conditions,pH,0,1
2002,7,NE,Nutrients,Nutrients,1,1
2002,7,NE,Pathogens,Fecal Coliform,0,1
2002,7,NE,Sediment,Sediment,0,1
2002,7,NE,Sediment,Siltation,1,1
2002,8,CO,Ammonia,Ammonia,19,30
2002,8,CO,Ammonia,"Ammonia, Un-ionized",3,41
2002,8,CO,Chlorine,Chlorine,8,45
2002,8,CO,Chlorine,"Chlorine, Residual (Chlorine Demand)",12,12
2002,8,CO,Chlorine,Total Residual Chlorine,3,3
2002,8,CO,Mercury,Mercury,5,18
2002,8,CO,Metals (other than Mercury),Arsenic,2,4
2002,8,CO,Metals (other than Mercury),Beryllium,1,1
2002,8,CO,Metals (other than Mercury),Cadmium,6,14
2002,8,CO,Metals (other than Mercury),Chromium III,1,1
2002,8,CO,Metals (other than Mercury),"Chromium, Hexavalent",2,2
2002,8,CO,Metals (other than Mercury),"Chromium, Total",0,3
2002,8,CO,Metals (other than Mercury),Contaminated Sediments (Copper),1,1
2002,8,CO,Metals (other than Mercury),Contaminated Sediments (Nickel),1,1
2002,8,CO,Metals (other than Mercury),Copper,7,16
2002,8,CO,Metals (other than Mercury),Iron,1,10
2002,8,CO,Metals (other than Mercury),Lead,8,16
2002,8,CO,Metals (other than Mercury),Manganese,2,12
2002,8,CO,Metals (other than Mercury),Selenium,1,2
2002,8,CO,Metals (other than Mercury),Silver,7,14
2002,8,CO,Metals (other than Mercury),Zinc,7,18
2002,8,CO,Nutrients,Nitrogen,0,1
2002,8,CO,Nutrients,Phosphorus,0,6
2002,8,CO,Pathogens,Escherichia Coli (E. Coli),2,2
2002,8,CO,Pathogens,Fecal,10,18
2002,8,CO,Pathogens,Fecal Coliform,9,47
2002,8,CO,Pesticides,"1,2-Dichloroethane",0,1
2002,8,CO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,1,1
2002,8,CO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfate,0,1
2002,8,CO,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Sulfide,1,2
2002,8,CO,Sediment,Sediment,2,5
2002,8,CO,Toxic Inorganics,Boron,1,1
2002,8,CO,Toxic Inorganics,Cyanide,4,7
2002,8,CO,Toxic Organics,Benzene,0,2
2002,8,CO,Toxic Organics,MTBE,0,2
2002,8,CO,Toxic Organics,Tetrachloroethene,0,1
2002,8,CO,Toxic Organics,Trichloroethene,0,1
2002,8,CO,pH/Acidity/Caustic Conditions,pH,1,1
2002,8,MT,Mercury,Mercury,0,3
2002,8,MT,Metals (other than Mercury),Aluminum,0,1
2002,8,MT,Metals (other than Mercury),Arsenic,0,2
2002,8,MT,Metals (other than Mercury),Cadmium,0,4
2002,8,MT,Metals (other than Mercury),"Chromium, Total",0,2
2002,8,MT,Metals (other than Mercury),Copper,0,3
2002,8,MT,Metals (other than Mercury),Iron,0,3
2002,8,MT,Metals (other than Mercury),Lead,0,4
2002,8,MT,Metals (other than Mercury),Manganese,0,3
2002,8,MT,Metals (other than Mercury),Nickel,0,1
2002,8,MT,Metals (other than Mercury),Selenium,0,1
2002,8,MT,Metals (other than Mercury),Tin,0,3
2002,8,MT,Metals (other than Mercury),Zinc,0,3
2002,8,MT,Noxious Aquatic Plants,Noxious Aquatic Plants,0,1
2002,8,MT,Nutrients,Nitrogen,1,10
2002,8,MT,Nutrients,Phosphorus,0,8
2002,8,MT,Nutrients,"Phosphorus, Total",1,1
2002,8,MT,Pathogens,Fecal,7,7
2002,8,MT,Pathogens,Fecal Coliform,4,4
2002,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Salinity,1,2
2002,8,MT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),1,2
2002,8,MT,Sediment,Sediment,1,6
2002,8,MT,Temperature,Temperature,0,1
2002,8,MT,Total Toxics,Total Toxics,0,1
2002,8,MT,Toxic Inorganics,Fluoride,0,1
2002,8,ND,Nutrients,Nutrients,0,5
2002,8,ND,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,2
2002,8,ND,Sediment,Sediment,0,4
2002,8,SD,Ammonia,Ammonia,17,61
2002,8,SD,Mercury,Mercury,0,1
2002,8,SD,Metals (other than Mercury),Arsenic,0,1
2002,8,SD,Metals (other than Mercury),Cadmium,0,1
2002,8,SD,Metals (other than Mercury),"Chromium, Total",0,1
2002,8,SD,Metals (other than Mercury),Copper,0,1
2002,8,SD,Metals (other than Mercury),Lead,0,1
2002,8,SD,Metals (other than Mercury),Selenium,0,1
2002,8,SD,Metals (other than Mercury),Silver,0,1
2002,8,SD,Metals (other than Mercury),Zinc,0,1
2002,8,SD,Nutrients,Nitrate,0,1
2002,8,SD,Nutrients,Nitrogen,0,1
2002,8,SD,Nutrients,Nutrients,0,5
2002,8,SD,Nutrients,Phosphorus,4,18
2002,8,SD,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,3
2002,8,SD,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),0,2
2002,8,SD,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,5
2002,8,SD,Other Cause,Trend,1,1
2002,8,SD,Pathogens,Fecal,1,1
2002,8,SD,Pathogens,Fecal Coliform,0,2
2002,8,SD,Sediment,Sediment,0,15
2002,8,SD,Toxic Inorganics,Cyanide,0,2
2002,8,UT,Ammonia,Ammonia,5,8
2002,8,UT,Ammonia,"Ammonia, Un-ionized",0,15
2002,8,UT,Chlorine,Chlorine,1,11
2002,8,UT,Chlorine,"Chlorine, Residual (Chlorine Demand)",2,2
2002,8,UT,Chlorine,Total Residual Chlorine,0,1
2002,8,UT,Habitat Alterations,Habitat,0,5
2002,8,UT,Mercury,Mercury,0,1
2002,8,UT,Metals (other than Mercury),Copper,0,3
2002,8,UT,Metals (other than Mercury),Iron,0,3
2002,8,UT,Metals (other than Mercury),Lead,0,2
2002,8,UT,Metals (other than Mercury),Selenium,0,1
2002,8,UT,Metals (other than Mercury),Silver,1,1
2002,8,UT,Metals (other than Mercury),Zinc,1,2
2002,8,UT,Nutrients,Phosphorus,2,24
2002,8,UT,Nutrients,"Phosphorus, Total",7,7
2002,8,UT,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),1,4
2002,8,UT,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,8,25
2002,8,UT,Pathogens,Fecal Coliform,1,1
2002,8,UT,Pathogens,Total Coliform,0,1
2002,8,UT,Radiation,Gross Alpha,2,2
2002,8,UT,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),2,3
2002,8,UT,Sediment,Sediment,0,6
2002,8,UT,Temperature,Temperature,2,3
2002,8,WY,Ammonia,Ammonia,1,2
2002,8,WY,Ammonia,"Ammonia, Un-ionized",2,43
2002,8,WY,Chlorine,Chlorine,0,48
2002,8,WY,Chlorine,"Chlorine, Residual (Chlorine Demand)",5,9
2002,8,WY,Metals (other than Mercury),Copper,0,1
2002,8,WY,Metals (other than Mercury),Iron,0,4
2002,8,WY,Metals (other than Mercury),Manganese,0,2
2002,8,WY,Metals (other than Mercury),Zinc,0,1
2002,8,WY,Pathogens,Fecal,5,10
2002,8,WY,Pathogens,Fecal Coliform,0,40
2002,8,WY,Radiation,Radium,0,4
2002,8,WY,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chlorides,0,1
2002,8,WY,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Total Dissolved Solids (TDS),0,1
2002,8,WY,Temperature,Temperature,0,1
2002,8,WY,Toxic Organics,Pentachlorophenol (PCP),0,1
2002,9,AZ,Mercury,Mercury,0,2
2002,9,AZ,Metals (other than Mercury),Copper,0,1
2002,9,AZ,Nutrients,Nitrogen,0,3
2002,9,AZ,Nutrients,"Nitrogen, Total",1,6
2002,9,AZ,Nutrients,Phosphorus,0,1
2002,9,AZ,Nutrients,"Phosphorus, Total",1,8
2002,9,AZ,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,2
2002,9,AZ,Pathogens,Escherichia Coli (E. Coli),0,1
2002,9,AZ,Pathogens,Total Coliform,0,1
2002,9,AZ,Turbidity,Turbidity,5,7
2002,9,AZ,pH/Acidity/Caustic Conditions,pH,0,3
2002,9,CA,Mercury,Mercury,1,1
2002,9,CA,Metals (other than Mercury),Cadmium,5,5
2002,9,CA,Metals (other than Mercury),"Chromium, Total",1,1
2002,9,CA,Metals (other than Mercury),Copper,7,7
2002,9,CA,Metals (other than Mercury),Lead,6,6
2002,9,CA,Metals (other than Mercury),Selenium,6,8
2002,9,CA,Metals (other than Mercury),Zinc,6,6
2002,9,CA,Nutrients,"Nitrogen, Total",0,8
2002,9,CA,Nutrients,"Phosphorus, Total",0,8
2002,9,CA,Pathogens,Fecal Coliform,0,2
2002,9,CA,Pathogens,Pathogens,1,1
2002,9,CA,Pesticides,Chlordane,5,5
2002,9,CA,Pesticides,Chlorpyrifos,3,3
2002,9,CA,Pesticides,DDT,5,5
2002,9,CA,Pesticides,Diazinon,3,3
2002,9,CA,Pesticides,Dieldrin,4,4
2002,9,CA,Pesticides,Toxaphene,2,2
2002,9,CA,Polychlorinated Biphenyls (PCBs),Total PCBs,5,5
2002,9,CA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chloride,13,13
2002,9,CA,Sediment,Sediment,7,23
2002,9,CA,Temperature,Temperature,0,2
2002,9,CA,Trash,Trash,35,36
2002,9,HI,Nutrients,Nitrate,0,1
2002,9,HI,Nutrients,Nitrogen,2,3
2002,9,HI,Nutrients,Phosphate,0,1
2002,9,HI,Nutrients,Phosphorus,2,3
2002,9,HI,Sediment,Suspended Sediment,0,1
2002,9,HI,Turbidity,Total Suspended Solids (TSS),1,1
2002,9,HI,Turbidity,Turbidity,0,2
2002,10,AK,Metals (other than Mercury),Iron,1,1
2002,10,AK,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,2,2
2002,10,AK,Other Cause,Debris,0,1
2002,10,AK,Other Cause,Residues,0,2
2002,10,AK,Pathogens,Fecal Coliform,0,3
2002,10,AK,Pathogens,Seafood Residue,0,2
2002,10,AK,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,1
2002,10,AK,Sediment,Sediment,1,1
2002,10,AK,Turbidity,Turbidity,1,3
2002,10,ID,Ammonia,Ammonia,0,3
2002,10,ID,Metals (other than Mercury),Cadmium,1,57
2002,10,ID,Metals (other than Mercury),Lead,1,57
2002,10,ID,Metals (other than Mercury),Zinc,1,57
2002,10,ID,Nutrients,Nutrients,21,90
2002,10,ID,Nutrients,Phosphorus,0,25
2002,10,ID,Nutrients,"Phosphorus, Total",0,3
2002,10,ID,Oil and Grease,Oil and Grease,0,1
2002,10,ID,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,21
2002,10,ID,Pathogens,Bacteria,4,34
2002,10,ID,Pathogens,Pathogens,0,18
2002,10,ID,Sediment,Sediment,53,172
2002,10,ID,Temperature,Temperature,1,30
2002,10,ID,Turbidity,Total Suspended Solids (TSS),0,2
2002,10,OR,Algal Growth,Algal Growth/Chlorophyll A,0,1
2002,10,OR,Algal Growth,Aquatic Weeds or Algae,0,5
2002,10,OR,Algal Growth,Chlorophyll-A,2,11
2002,10,OR,Ammonia,Ammonia,0,2
2002,10,OR,Ammonia,Ammonia Nitrogen,0,1
2002,10,OR,Dioxins,Dioxins,0,1
2002,10,OR,Metals (other than Mercury),Lead,0,1
2002,10,OR,Nutrients,Nitrate,0,2
2002,10,OR,Nutrients,Nutrients,0,3
2002,10,OR,Nutrients,Phosphorus,0,2
2002,10,OR,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,3,33
2002,10,OR,Pathogens,Bacteria,1,81
2002,10,OR,Pesticides,DDT,0,1
2002,10,OR,Pesticides,Dieldrin,0,1
2002,10,OR,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,1
2002,10,OR,Sediment,Sediment,2,2
2002,10,OR,Sediment,Sedimentation,3,38
2002,10,OR,Temperature,Temperature,49,141
2002,10,OR,Turbidity,Turbidity,0,1
2002,10,OR,pH/Acidity/Caustic Conditions,pH,7,18
2002,10,WA,Ammonia,Ammonia,0,4
2002,10,WA,Ammonia,Ammonia Nitrogen,0,39
2002,10,WA,Chlorine,Chlorine,0,2
2002,10,WA,Mercury,Mercury,1,1
2002,10,WA,Metals (other than Mercury),Arsenic,1,1
2002,10,WA,Metals (other than Mercury),Cadmium,0,1
2002,10,WA,Metals (other than Mercury),Copper,1,2
2002,10,WA,Metals (other than Mercury),Lead,1,4
2002,10,WA,Metals (other than Mercury),Zinc,1,6
2002,10,WA,Nutrients,Phosphorus,0,3
2002,10,WA,Nutrients,"Phosphorus, Total",0,1
2002,10,WA,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,22
2002,10,WA,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),0,21
2002,10,WA,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,0,14
2002,10,WA,Other Cause,Large Woody Debris,1,1
2002,10,WA,Pathogens,Fecal Coliform,19,96
2002,10,WA,Pesticides,"4,4'-DDE",2,2
2002,10,WA,Pesticides,DDT,4,13
2002,10,WA,Pesticides,Dieldrin,4,4
2002,10,WA,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),1,1
2002,10,WA,Temperature,Riparian Shade,0,28
2002,10,WA,Temperature,Temperature,34,45
2002,10,WA,Total Toxics,Sediment Bioassay,1,1
2002,10,WA,Toxic Organics,4-Methylphenol,1,1
2002,10,WA,Toxic Organics,Phenol,1,1
2002,10,WA,Turbidity,Turbidity,9,13
2003,1,CT,Ammonia,Ammonia,0,3
2003,1,CT,Chlorine,Chlorine,0,4
2003,1,CT,Metals (other than Mercury),Copper,0,6
2003,1,CT,Metals (other than Mercury),Lead,0,3
2003,1,CT,Metals (other than Mercury),Zinc,0,5
2003,1,CT,Nutrients,"Nitrogen, Total",0,1
2003,1,CT,Pathogens,Fecal Coliform,0,1
2003,1,CT,Toxic Organics,"1,2-Propanediol",0,2
2003,1,CT,Toxic Organics,Ethylene Glycol,0,2
2003,1,MA,Nutrients,Phosphorus,28,49
2003,1,MA,Nutrients,"Phosphorus, Total",0,37
2003,1,MA,Pathogens,Fecal Coliform,0,46
2003,1,ME,Ammonia,NH3,0,4
2003,1,ME,Metals (other than Mercury),Aluminum,0,1
2003,1,ME,Metals (other than Mercury),Arsenic,0,1
2003,1,ME,Metals (other than Mercury),Cadmium,1,1
2003,1,ME,Metals (other than Mercury),"Chromium, Total",1,1
2003,1,ME,Metals (other than Mercury),Copper,1,2
2003,1,ME,Metals (other than Mercury),Iron,1,1
2003,1,ME,Metals (other than Mercury),Lead,1,2
2003,1,ME,Metals (other than Mercury),Nickel,1,1
2003,1,ME,Metals (other than Mercury),Selenium,0,1
2003,1,ME,Metals (other than Mercury),Silver,0,1
2003,1,ME,Metals (other than Mercury),Zinc,1,2
2003,1,ME,Nutrients,"Phosphorus, Total",5,15
2003,1,ME,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,5
2003,1,ME,Turbidity,Total Suspended Solids (TSS),0,1
2003,1,NH,Ammonia,NH3,0,1
2003,1,NH,Ammonia,NH3-N,0,2
2003,1,NH,Metals (other than Mercury),Iron,0,1
2003,1,NH,Nutrients,"Phosphorus, Total",0,2
2003,1,NH,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,1
2003,1,NH,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),0,2
2003,1,NH,Pathogens,Fecal Coliform,2,2
2003,1,RI,Nutrients,"Phosphorus, Total",0,1
2003,1,RI,Pathogens,Fecal Coliform,5,15
2003,1,VT,Nutrients,"Phosphorus, Total",9,10
2003,1,VT,Other Cause,Acid,30,30
2003,1,VT,Pathogens,Pathogens,0,1
2003,1,VT,Sediment,Sediment,0,2
2003,2,NJ,Mercury,Mercury,0,13
2003,2,NJ,Metals (other than Mercury),Copper,0,21
2003,2,NJ,Metals (other than Mercury),Nickel,0,2
2003,2,NJ,Noxious Aquatic Plants,Macrophytes,0,1
2003,2,NJ,Nutrients,Phosphorus,35,38
2003,2,NJ,Pathogens,Fecal Coliform,167,169
2003,2,NJ,Pesticides,"1,2-Dichloroethane",0,2
2003,2,NJ,Toxic Organics,Tetrachloroethene,0,2
2003,2,NY,Ammonia,"Ammonia, Un-ionized",0,2
2003,2,NY,Mercury,Mercury,0,15
2003,2,NY,Nutrients,Nitrogen,0,8
2003,2,NY,Nutrients,Phosphorus,0,46
2003,2,NY,Pathogens,Pathogens,2,2
2003,2,PR,Pathogens,Fecal Coliform,4,18
2003,2,VI,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),1,1
2003,2,VI,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,2,2
2003,3,DC,Metals (other than Mercury),Arsenic,9,9
2003,3,DC,Metals (other than Mercury),Copper,9,9
2003,3,DC,Metals (other than Mercury),Lead,9,9
2003,3,DC,Metals (other than Mercury),Zinc,9,9
2003,3,DC,Oil and Grease,Oil and Grease,0,1
2003,3,DC,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,3
2003,3,DC,Pathogens,Fecal Coliform,8,8
2003,3,DC,Pathogens,Pathogens,4,4
2003,3,DC,Pesticides,Chlordane,8,8
2003,3,DC,Pesticides,DDD,8,8
2003,3,DC,Pesticides,DDE,9,9
2003,3,DC,Pesticides,DDT,9,9
2003,3,DC,Pesticides,Dieldrin,9,9
2003,3,DC,Pesticides,Heptachlor Epoxide,9,9
2003,3,DC,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),1,1
2003,3,DC,Toxic Organics,PAH1 - 2 & 3 Ring Polycyclic Aromatic Hydrocarbons,9,9
2003,3,DC,Toxic Organics,PAH2 - 4 Ring Polycyclic Aromatic Hydrocarbons,9,9
2003,3,DC,Toxic Organics,PAH3 - 5 && Ring Polycyclic Aromatic Hydrocarbons,9,9
2003,3,DC,Turbidity,Suspended Solids,1,5
2003,3,DE,Ammonia,Ammonia,1,1
2003,3,DE,Habitat Alterations,Habitat,0,1
2003,3,DE,Metals (other than Mercury),Zinc,0,2
2003,3,DE,Nutrients,Nitrogen,5,20
2003,3,DE,Nutrients,Phosphates,1,1
2003,3,DE,Nutrients,Phosphorus,10,57
2003,3,DE,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),5,5
2003,3,DE,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,6,27
2003,3,DE,Pathogens,Bacteria,1,2
2003,3,MD,Mercury,Mercury,1,1
2003,3,MD,Mercury,Methyl Mercury,1,1
2003,3,MD,Nutrients,Nitrogen,0,16
2003,3,MD,Nutrients,Phosphorus,3,30
2003,3,MD,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,2
2003,3,MD,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),1,4
2003,3,MD,Organic Enrichment/Oxygen Depletion,NOD (Nitrogen Oxygen Demand),0,1
2003,3,MD,Organic Enrichment/Oxygen Depletion,Nitrogenous BOD (NBOD),1,2
2003,3,MD,Pesticides,Chlordane,0,3
2003,3,MD,Sediment,Suspended Sediment,1,9
2003,3,PA,Algal Growth,Excess Algal Growth,0,1
2003,3,PA,Ammonia,NH3,0,1
2003,3,PA,Metals (other than Mercury),Aluminum,159,230
2003,3,PA,Metals (other than Mercury),Iron,166,237
2003,3,PA,Metals (other than Mercury),Manganese,172,243
2003,3,PA,Metals (other than Mercury),Metals (other than Mercury),0,33
2003,3,PA,Nutrients,Phosphorus,39,234
2003,3,PA,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,18,113
2003,3,PA,Pathogens,Pathogens,0,1
2003,3,PA,Pesticides,Chlordane,0,16
2003,3,PA,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),0,48
2003,3,PA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Salinity/Total Dissolved Solids/Chlorides,17,17
2003,3,PA,Sediment,Sediment,1,3
2003,3,PA,Sediment,Siltation,104,357
2003,3,PA,Temperature,Thermal Modifications,0,1
2003,3,PA,Total Toxics,Toxicity,0,1
2003,3,PA,Toxic Inorganics,Other Inorganics,26,26
2003,3,PA,Toxic Organics,Priority Organics Compounds,0,1
2003,3,PA,Turbidity,Suspended Solids,9,21
2003,3,PA,Turbidity,Turbidity,21,32
2003,3,PA,pH/Acidity/Caustic Conditions,pH,86,156
2003,3,VA,Ammonia,Ammonia,50,137
2003,3,VA,Cause Unknown - Impaired Biota,Benthic,0,5
2003,3,VA,Chlorine,Chlorine,1,2
2003,3,VA,Chlorine,"Chlorine, Residual (Chlorine Demand)",1,1
2003,3,VA,Chlorine,Total Residual Chlorine,1,3
2003,3,VA,Dioxins,Dioxin,0,1
2003,3,VA,Metals (other than Mercury),Arsenic,0,1
2003,3,VA,Metals (other than Mercury),"Chromium, Hexavalent",0,1
2003,3,VA,Metals (other than Mercury),"Chromium, Total",0,1
2003,3,VA,Metals (other than Mercury),Copper,1,4
2003,3,VA,Metals (other than Mercury),Lead,0,1
2003,3,VA,Metals (other than Mercury),Metals (other than Mercury),0,1
2003,3,VA,Metals (other than Mercury),Nickel,0,1
2003,3,VA,Metals (other than Mercury),Silver,0,1
2003,3,VA,Metals (other than Mercury),Zinc,0,2
2003,3,VA,Nutrients,Nitrate,1,2
2003,3,VA,Nutrients,Nitrogen,1,1
2003,3,VA,Nutrients,Phosphorus,2,4
2003,3,VA,Nutrients,"Phosphorus, Total",0,1
2003,3,VA,Nutrients,Total Kjehldahl Nitrogen (TKN),2,12
2003,3,VA,Organic Enrichment/Oxygen Depletion,Biochemical Oxygen Demand (BOD),0,4
2003,3,VA,Organic Enrichment/Oxygen Depletion,Carbonaceous Bod (CBOD),3,6
2003,3,VA,Organic Enrichment/Oxygen Depletion,Dissolved Oxygen,1,5
2003,3,VA,Organic Enrichment/Oxygen Depletion,Organic Enrichment,0,5
2003,3,VA,Pathogens,Fecal Coliform,9,47
2003,3,VA,Pathogens,Pathogens,0,4
2003,3,VA,Pesticides,Aldrin,0,1
2003,3,VA,Pesticides,DDT,1,1
2003,3,VA,Pesticides,Endrin,1,1
2003,3,VA,Pesticides,Naphthalene,0,1
2003,3,VA,Pesticides,Tributyltin,6,8
2003,3,VA,Pesticides,Xylene,0,1
2003,3,VA,Polychlorinated Biphenyls (PCBs),Polychlorinated Biphenyls (PCBs),4,10
2003,3,VA,Salinity/Total Dissolved Solids/Chlorides/Sulfates,Chlorides,0,1
2003,3,VA,Sediment,Sediment,6,11
2003,3,VA,Temperature,Temperature,1,1
2003,3,VA,Total Toxics,Whole Effluent Toxicity (WET),0,4
2003,3,VA,Toxic Inorganics,Cyanide,0,4
2003,3,VA,Toxic Organics,Benzene,0,1
2003,3,VA,Toxic Organics,Chloroform,1,1
2003,3,VA,Toxic Organics,Di-2-Ethylhexyl Phthalate,1,1
2003,3,VA,Toxic Organics,Ethylbenzene,0,1
2003,3,VA,Toxic Organics,Pentachlorophenol (PCP),1,4
2003,3,VA,Toxic Organics,Toluene,0,1
2003,3,VA,pH/Acidity/Caustic Conditions,pH,1,2
2003,3,WV,Cause Unknown - Impaired Biota,Biological,0,2
2003,3,WV,Dioxins,Dioxin,0,5
2003,3,WV,Mercury,Mercury,0,1
2003,3,WV,Metals (other than Mercury),Aluminum,0,328
2003,3,WV,Metals (other than Mercury),Iron,0,327
2003,3,WV,Metals (other than Mercury),Lead,0,1
